author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Linn Strømsborg,https://lubimyczytac.pl/autor/201408/linn-stromsborg,7.0,3185,1791,20.07.1904,29,2,0
Leslye Walton,https://lubimyczytac.pl/autor/111452/leslye-walton,7.3,2569,2896,20.07.1904,22,1,0
Simon Sebag Montefiore,https://lubimyczytac.pl/autor/35035/simon-sebag-montefiore,7.6,4202,11236,27.06.1965,172,15,1
Olga Gitkiewicz,https://lubimyczytac.pl/autor/150298/olga-gitkiewicz,6.9,3287,3378,27.06.1965,22,6,0
Edward Redliński,https://lubimyczytac.pl/autor/14574/edward-redlinski,6.7,3451,2536,01.05.1940,50,21,0
Belle Aurora,https://lubimyczytac.pl/autor/98004/belle-aurora,7.5,4371,5615,01.05.1940,241,17,0
Jeremy Clarkson,https://lubimyczytac.pl/autor/18063/jeremy-clarkson,6.8,5836,5135,11.04.1960,353,25,0
Pani Bukowa,https://lubimyczytac.pl/autor/150445/pani-bukowa,7.0,3436,1771,11.04.1960,54,5,0
Seweryna Szmaglewska,https://lubimyczytac.pl/autor/30234/seweryna-szmaglewska,6.8,5770,4319,11.02.1916,35,17,0
Romy Hausmann,https://lubimyczytac.pl/autor/183349/romy-hausmann,7.0,2563,2009,11.02.1916,24,2,0
Marcin Szczygielski,https://lubimyczytac.pl/autor/20322/marcin-szczygielski,7.5,7016,8014,28.05.1972,362,47,0
Jodi Ellen Malpas,https://lubimyczytac.pl/autor/89733/jodi-ellen-malpas,7.4,4155,6613,28.05.1972,248,34,0
Elizabeth O'Roark,https://lubimyczytac.pl/autor/131701/elizabeth-o-roark,7.6,3780,2634,28.05.1972,96,15,0
Lissa Price,https://lubimyczytac.pl/autor/63452/lissa-price,6.9,2799,3597,01.01.1950,35,5,0
Shirley Jackson,https://lubimyczytac.pl/autor/30679/shirley-jackson,6.8,3826,5269,14.12.1916,52,24,0
Herman Melville,https://lubimyczytac.pl/autor/20800/herman-melville,7.1,3056,5839,01.08.1819,44,19,1
Izabela Sowa,https://lubimyczytac.pl/autor/21974/izabela-sowa,6.0,7179,4684,01.01.1969,170,21,0
Ewa Przydryga,https://lubimyczytac.pl/autor/133135/ewa-przydryga,6.9,5263,5362,01.01.1969,170,13,0
Szymun Wroczek,https://lubimyczytac.pl/autor/55145/szymun-wroczek,7.7,2750,1689,01.11.1976,32,7,0
Weronika Łodyga,https://lubimyczytac.pl/autor/196891/weronika-lodyga,6.9,3155,2204,13.10.1993,117,7,0
Nina George,https://lubimyczytac.pl/autor/99883/nina-george,6.7,3324,4888,przybliżona),66,4,0
Paul Britton,https://lubimyczytac.pl/autor/37952/paul-britton,7.7,2661,4970,01.05.1946,33,2,0
Nam-Joo Cho,https://lubimyczytac.pl/autor/192537/nam-joo-cho,6.9,2530,1632,01.05.1946,5,4,0
Ottessa Moshfegh,https://lubimyczytac.pl/autor/124108/ottessa-moshfegh,6.3,3082,3720,20.05.1981,55,7,0
Thomas Hardy,https://lubimyczytac.pl/autor/10048/thomas-hardy,7.4,3890,9446,02.06.1840,121,34,1
Morgan Audic,https://lubimyczytac.pl/autor/195790/morgan-audic,7.7,2309,1338,02.06.1840,21,1,0
Ilona Wiśniewska,https://lubimyczytac.pl/autor/101868/ilona-wisniewska,6.8,5183,7053,przybliżona),118,8,1
Ellen Marie Wiseman,https://lubimyczytac.pl/autor/131669/ellen-marie-wiseman,7.7,2761,3594,przybliżona),42,4,0
Rachel Ward,https://lubimyczytac.pl/autor/32813/rachel-ward,7.3,2815,3639,przybliżona),67,3,0
T.M. Frazier,https://lubimyczytac.pl/autor/98433/t-m-frazier,7.7,3544,6949,21.09.1981,218,19,0
Robert Anthony Salvatore,https://lubimyczytac.pl/autor/3277/robert-anthony-salvatore,6.8,4403,9597,20.01.1959,345,82,0
Jessica Bruder,https://lubimyczytac.pl/autor/199794/jessica-bruder,7.1,2373,2066,20.01.1959,3,1,1
Robin Cook,https://lubimyczytac.pl/autor/19074/robin-cook,6.7,10603,17587,04.05.1940,994,45,0
Szymon Hołownia,https://lubimyczytac.pl/autor/30452/szymon-holownia,6.8,8770,11041,03.09.1976,408,28,0
Agnieszka Siepielska,https://lubimyczytac.pl/autor/184735/agnieszka-siepielska,7.5,4663,4483,03.09.1976,301,22,0
Wojciech Sumliński,https://lubimyczytac.pl/autor/21880/wojciech-sumlinski,7.2,4725,5991,15.04.1969,200,36,0
Katarzyna Boni,https://lubimyczytac.pl/autor/100882/katarzyna-boni,6.9,3913,5475,01.01.1982,23,9,1
Kelley Armstrong,https://lubimyczytac.pl/autor/31176/kelley-armstrong,7.3,5630,10358,01.01.1968,178,52,0
Sarah Adams,https://lubimyczytac.pl/autor/212179/sarah-adams,6.5,3295,1763,01.01.1968,70,11,0
Judith Fathallah,https://lubimyczytac.pl/autor/15799/judith-fathallah,6.8,2794,1493,01.01.1968,9,1,0
Elfriede Jelinek,https://lubimyczytac.pl/autor/18606/elfriede-jelinek,6.6,3563,4645,20.10.1946,215,21,0
Jeff Lindsay,https://lubimyczytac.pl/autor/19495/jeff-lindsay,6.7,2743,3965,14.07.1952,92,8,0
Orhan Pamuk,https://lubimyczytac.pl/autor/22840/orhan-pamuk,6.8,7335,11983,07.06.1952,401,16,0
Patti Smith,https://lubimyczytac.pl/autor/45245/patti-smith,7.5,2920,4877,30.12.1944,103,13,1
Nassim Nicholas Taleb,https://lubimyczytac.pl/autor/5994/nassim-nicholas-taleb,7.3,2975,10746,01.01.1960,106,7,0
Gary John Bishop,https://lubimyczytac.pl/autor/157218/gary-john-bishop,6.0,2889,1608,01.01.1960,12,4,0
Maria Rodziewiczówna,https://lubimyczytac.pl/autor/4345/maria-rodziewiczowna,6.6,6126,7161,02.02.1863,241,57,0
Adam Wajrak,https://lubimyczytac.pl/autor/37736/adam-wajrak,7.7,5038,6177,03.07.1972,155,26,0
Suki Kim,https://lubimyczytac.pl/autor/110459/suki-kim,7.2,2475,2046,19.09.1970,5,2,0
Annie Ernaux,https://lubimyczytac.pl/autor/86895/annie-ernaux,6.9,3723,4267,01.09.1940,87,27,0
Jessie Inchauspé,https://lubimyczytac.pl/autor/227831/jessie-inchauspe,7.5,2373,1497,01.09.1940,6,2,0
Alina Centkiewicz,https://lubimyczytac.pl/autor/30842/alina-centkiewicz,6.8,11056,1135,05.12.1907,13,27,0
Vanessa Diffenbaugh,https://lubimyczytac.pl/autor/51345/vanessa-diffenbaugh,7.1,2600,2083,01.01.1978,25,2,0
Jim DeFelice,https://lubimyczytac.pl/autor/68269/jim-defelice,6.4,2304,1528,01.01.1978,0,19,0
Drew Karpyshyn,https://lubimyczytac.pl/autor/3713/drew-karpyshyn,7.5,3677,2630,28.07.1971,95,16,0
Loreth Anne White,https://lubimyczytac.pl/autor/123808/loreth-anne-white,7.9,4699,3543,28.07.1971,80,11,0
Magda Mieśnik,https://lubimyczytac.pl/autor/188665/magda-miesnik,6.9,3434,1864,28.07.1971,9,6,0
Artur Andrus,https://lubimyczytac.pl/autor/18405/artur-andrus,7.1,3899,2158,27.12.1971,80,14,0
Michael Thomas Ford,https://lubimyczytac.pl/autor/68325/michael-thomas-ford,7.3,2501,2652,01.10.1968,18,12,0
Maria Peszek,https://lubimyczytac.pl/autor/235586/maria-peszek,6.8,2361,992,01.10.1968,12,2,1
Kerri Maniscalco,https://lubimyczytac.pl/autor/137049/kerri-maniscalco,7.4,3637,7794,01.10.1968,108,10,0
Brenna Yovanoff,https://lubimyczytac.pl/autor/46645/brenna-yovanoff,8.1,2885,3316,01.10.1968,20,6,0
J.R. Ward,https://lubimyczytac.pl/autor/33585/j-r-ward,7.9,3006,9114,przybliżona),295,70,0
Katarzyna Wolwowicz,https://lubimyczytac.pl/autor/226121/katarzyna-wolwowicz,7.2,3641,3952,przybliżona),290,17,0
Ewa Stachniak,https://lubimyczytac.pl/autor/20228/ewa-stachniak,6.5,3476,4913,przybliżona),46,8,0
Agnieszka Osiecka,https://lubimyczytac.pl/autor/15673/agnieszka-osiecka,7.2,4812,7752,09.10.1936,463,76,0
Katee Robert,https://lubimyczytac.pl/autor/77964/katee-robert,6.0,4070,3696,09.10.1936,87,32,0
Lucy Score,https://lubimyczytac.pl/autor/123730/lucy-score,6.9,3487,6531,09.10.1936,151,31,0
Mariusz Kanios,https://lubimyczytac.pl/autor/203817/mariusz-kanios,7.7,2917,2785,09.10.1936,394,7,0
Clarissa Pinkola Estés,https://lubimyczytac.pl/autor/30056/clarissa-pinkola-estes,6.6,2491,5797,27.01.1945,60,2,0
Sándor Márai,https://lubimyczytac.pl/autor/14759/sandor-marai,7.5,3586,10415,11.04.1900,352,47,0
Amanda Hocking,https://lubimyczytac.pl/autor/48583/amanda-hocking,6.5,3022,3740,11.04.1900,168,19,0
Aneta Pawłowska-Krać,https://lubimyczytac.pl/autor/220526/aneta-pawlowska-krac,7.2,2387,1592,przybliżona),4,1,0
Imre Kertész,https://lubimyczytac.pl/autor/16452/imre-kertesz,7.1,3082,3086,09.11.1929,56,14,0
Wasilij Machanienko,https://lubimyczytac.pl/autor/168184/wasilij-machanienko,7.5,2517,4352,20.04.1981,133,25,0
Alice Rosalie Reystone,https://lubimyczytac.pl/autor/31149/alice-rosalie-reystone,6.6,2738,2472,20.04.1981,75,7,0
Kim Harrison,https://lubimyczytac.pl/autor/30152/kim-harrison,7.4,6587,7377,01.01.1966,210,20,0
Doris Lessing,https://lubimyczytac.pl/autor/15088/doris-lessing,6.4,5775,7557,22.10.1919,212,36,1
Brigid Kemmerer,https://lubimyczytac.pl/autor/94614/brigid-kemmerer,7.1,4118,6853,22.10.1919,75,15,0
Alicja Długołęcka,https://lubimyczytac.pl/autor/11667/alicja-dlugolecka,6.6,3173,2409,22.10.1919,14,17,0
Matthew Walker,https://lubimyczytac.pl/autor/154715/matthew-walker,8.0,2355,3279,22.10.1919,15,3,0
Lili St. Crow,https://lubimyczytac.pl/autor/42718/lili-st-crow,7.4,2800,4392,01.01.1976,132,10,0
William Gibson,https://lubimyczytac.pl/autor/19941/william-gibson,7.1,4518,10425,17.03.1948,232,29,0
Zyta Rudzka,https://lubimyczytac.pl/autor/18214/zyta-rudzka,5.4,3873,4145,10.10.1964,33,19,5
Jennifer Echols,https://lubimyczytac.pl/autor/58848/jennifer-echols,7.0,4452,5590,10.10.1964,232,11,0
Cathy Glass,https://lubimyczytac.pl/autor/31288/cathy-glass,7.6,4770,10782,10.10.1964,317,31,0
Richard Matheson,https://lubimyczytac.pl/autor/23608/richard-matheson,6.5,4412,5601,20.02.1926,37,32,0
Diana Wynne Jones,https://lubimyczytac.pl/autor/30854/diana-wynne-jones,7.1,3124,3711,16.08.1934,103,25,0
Kevin Hearne,https://lubimyczytac.pl/autor/51806/kevin-hearne,7.1,2877,7054,16.08.1934,226,25,0
Paul Hoffman,https://lubimyczytac.pl/autor/51242/paul-hoffman,6.9,2515,3011,01.01.1953,51,3,0
Tracy Chevalier,https://lubimyczytac.pl/autor/16256/tracy-chevalier,6.5,3103,2605,01.10.1962,45,12,0
Lynn Painter,https://lubimyczytac.pl/autor/213118/lynn-painter,7.0,3761,3989,01.10.1962,112,16,0
Bernardine Evaristo,https://lubimyczytac.pl/autor/166129/bernardine-evaristo,6.9,2379,4135,01.10.1962,19,7,1
Cheryl Strayed,https://lubimyczytac.pl/autor/83907/cheryl-strayed,6.9,2481,3389,17.09.1968,28,2,0
Rosamund Lupton,https://lubimyczytac.pl/autor/49483/rosamund-lupton,6.8,3292,4410,17.09.1968,101,3,0
Michelle Frances,https://lubimyczytac.pl/autor/144190/michelle-frances,6.5,3514,2729,17.09.1968,48,5,0
Robert Kolker,https://lubimyczytac.pl/autor/193818/robert-kolker,5.9,2227,2369,17.09.1968,3,2,0
Annie Proulx,https://lubimyczytac.pl/autor/17562/annie-proulx,6.6,4281,3944,22.08.1935,49,10,0
H.D. Carlton,https://lubimyczytac.pl/autor/203195/h-d-carlton,7.2,2764,3248,22.08.1935,96,7,0
Sylwia Zandler,https://lubimyczytac.pl/autor/223187/sylwia-zandler,7.4,2487,1833,22.08.1935,48,6,0
Candace Bushnell,https://lubimyczytac.pl/autor/20305/candace-bushnell,5.2,4428,2951,01.12.1958,58,10,0
José Mauro de Vasconcelos,https://lubimyczytac.pl/autor/688/jose-mauro-de-vasconcelos,7.1,2367,3156,26.02.1920,31,3,0
Tom Hanks,https://lubimyczytac.pl/autor/149838/tom-hanks,5.7,2571,1877,09.07.1956,16,2,0
Douglas Stuart,https://lubimyczytac.pl/autor/198016/douglas-stuart,7.9,2526,3651,31.05.1976,30,2,1
Melissa Marr,https://lubimyczytac.pl/autor/31229/melissa-marr,7.0,3397,6290,25.07.1972,133,23,0
Grzegorz Rosiński,https://lubimyczytac.pl/autor/3658/grzegorz-rosinski,7.2,4411,7008,03.08.1941,228,137,0
Artur Domosławski,https://lubimyczytac.pl/autor/15635/artur-domoslawski,7.2,4065,6407,03.08.1941,87,13,0
Kelsey Hartwell,https://lubimyczytac.pl/autor/222591/kelsey-hartwell,7.2,2152,1281,03.08.1941,23,1,0
Dean Koontz,https://lubimyczytac.pl/autor/14204/dean-koontz,6.4,16582,28117,09.07.1945,1409,115,0
Catriona Ward,https://lubimyczytac.pl/autor/148847/catriona-ward,6.3,2490,2466,09.07.1945,28,6,1
Krzysztof Stanowski,https://lubimyczytac.pl/autor/33938/krzysztof-stanowski,7.2,5056,1831,21.07.1982,70,9,0
Jonathan Swift,https://lubimyczytac.pl/autor/6638/jonathan-swift,7.0,3200,1866,30.11.1667,18,19,0
Piotr Zychowicz,https://lubimyczytac.pl/autor/72856/piotr-zychowicz,7.2,7055,10655,27.04.1980,361,24,0
Thomas Erikson,https://lubimyczytac.pl/autor/73790/thomas-erikson,6.7,3907,4645,19.09.1965,51,14,0
Elizabeth Gaskell,https://lubimyczytac.pl/autor/23362/elizabeth-gaskell,7.3,4278,10791,29.09.1810,210,29,0
Karen Dionne,https://lubimyczytac.pl/autor/112973/karen-dionne,6.6,2470,1579,29.09.1810,17,3,0
Antonia Michaelis,https://lubimyczytac.pl/autor/6183/antonia-michaelis,6.7,2529,3921,01.01.1979,59,11,0
Sarah Jio,https://lubimyczytac.pl/autor/61608/sarah-jio,7.3,3878,5116,01.01.1979,273,13,0
Mikołaj Łoziński,https://lubimyczytac.pl/autor/23878/mikolaj-lozinski,6.5,3151,2925,przybliżona),39,10,1
Tomasz Bagiński,https://lubimyczytac.pl/autor/253871/tomasz-baginski,7.6,130,92,przybliżona),0,2,0
Sarah Waters,https://lubimyczytac.pl/autor/24128/sarah-waters,6.8,4012,8213,21.07.1966,240,6,0
Janet Evanovich,https://lubimyczytac.pl/autor/24673/janet-evanovich,7.1,3046,9955,22.04.1943,272,53,0
Dominik Szczepański,https://lubimyczytac.pl/autor/95312/dominik-szczepanski,7.5,7247,4621,22.04.1943,17,11,0
Małgorzata Rogala,https://lubimyczytac.pl/autor/75019/malgorzata-rogala,7.1,9085,13042,22.04.1943,497,34,0
Joanna Jax,https://lubimyczytac.pl/autor/101446/joanna-jax,8.0,8186,21852,26.11.1969,762,93,0
Hannah Grace,https://lubimyczytac.pl/autor/235028/hannah-grace,6.9,2320,1502,26.11.1969,25,5,0
J.T. Geissinger,https://lubimyczytac.pl/autor/127530/j-t-geissinger,7.2,3564,3352,26.11.1969,185,18,0
Ayn Rand,https://lubimyczytac.pl/autor/15171/ayn-rand,7.5,3784,13129,02.02.1905,291,15,0
Sigríður Hagalín Björnsdóttir,https://lubimyczytac.pl/autor/154605/sigridur-hagalin-bjornsdottir,6.7,2477,2505,przybliżona),18,3,0
Alexandra Burt,https://lubimyczytac.pl/autor/129762/alexandra-burt,6.4,2574,1362,przybliżona),14,2,0
Agata Polte,https://lubimyczytac.pl/autor/166244/agata-polte,7.7,6288,8223,11.02.1997,435,30,0
Maryla Szymiczkowa,https://lubimyczytac.pl/autor/111961/maryla-szymiczkowa,7.1,2681,3222,11.02.1997,75,5,0
Jussi Adler-Olsen,https://lubimyczytac.pl/autor/51037/jussi-adler-olsen,7.2,2932,5131,02.08.1950,195,17,0
Alistair MacLean,https://lubimyczytac.pl/autor/19510/alistair-maclean,6.4,6123,5442,28.04.1922,359,49,0
Mike Omer,https://lubimyczytac.pl/autor/182773/mike-omer,7.3,3197,3422,20.06.1979,165,10,0
Christopher Moore,https://lubimyczytac.pl/autor/14220/christopher-moore,6.7,5274,5989,01.01.1957,460,19,0
Eve Jagger,https://lubimyczytac.pl/autor/125544/eve-jagger,7.1,2600,2241,01.01.1957,56,4,0
 Platon,https://lubimyczytac.pl/autor/20427/platon,7.1,5888,5785,01.01.0427,161,56,0
Julie Kenner,https://lubimyczytac.pl/autor/79304/julie-kenner,7.3,2856,3391,01.01.0427,97,29,0
Timur Vermes,https://lubimyczytac.pl/autor/82910/timur-vermes,6.5,2242,1690,przybliżona),5,1,0
Jacek Bartosiak,https://lubimyczytac.pl/autor/134085/jacek-bartosiak,6.4,3359,4291,przybliżona),162,15,0
Joe Hill,https://lubimyczytac.pl/autor/30245/joe-hill,6.9,7183,11100,04.06.1972,305,34,0
Jennifer Lee Carrell,https://lubimyczytac.pl/autor/19279/jennifer-lee-carrell,6.0,2575,920,przybliżona),17,2,0
Lian Hearn,https://lubimyczytac.pl/autor/20412/lian-hearn,6.9,3115,4663,27.08.1942,139,10,0
Raphael Montes,https://lubimyczytac.pl/autor/126239/raphael-montes,6.9,2815,2318,przybliżona),65,2,0
Cherrie Lynn,https://lubimyczytac.pl/autor/56159/cherrie-lynn,7.3,2749,2291,przybliżona),109,10,0
James Islington,https://lubimyczytac.pl/autor/139068/james-islington,8.1,2126,6497,przybliżona),75,4,0
Sara Fawkes,https://lubimyczytac.pl/autor/74699/sara-fawkes,6.9,2758,1675,przybliżona),90,4,0
Gabriela Gargaś,https://lubimyczytac.pl/autor/61105/gabriela-gargas,7.2,10679,20439,przybliżona),594,60,0
Abigail Anne Gibbs,https://lubimyczytac.pl/autor/91529/abigail-anne-gibbs,7.3,2440,2576,przybliżona),108,2,0
Erin Watt,https://lubimyczytac.pl/autor/128753/erin-watt,6.9,2282,3088,przybliżona),53,7,0
Karl Ove Knausgård,https://lubimyczytac.pl/autor/18051/karl-ove-knausgard,7.2,2909,7101,06.12.1968,219,18,0
Rachel E. Carter,https://lubimyczytac.pl/autor/115963/rachel-e-carter,7.1,2315,2704,06.12.1968,57,5,0
Luca D’Andrea,https://lubimyczytac.pl/autor/134847/luca-d-andrea,6.4,2698,2358,przybliżona),26,3,0
Jacek Komuda,https://lubimyczytac.pl/autor/3231/jacek-komuda,6.5,10957,21083,23.06.1972,685,53,0
Gary Braver,https://lubimyczytac.pl/autor/58897/gary-braver,6.5,2312,916,23.06.1972,0,2,0
James Joyce,https://lubimyczytac.pl/autor/10523/james-joyce,6.7,3787,13251,02.02.1882,190,36,4
Jay Kristoff,https://lubimyczytac.pl/autor/71584/jay-kristoff,7.8,6738,23446,02.02.1882,412,20,0
Tatiana Țîbuleac,https://lubimyczytac.pl/autor/209780/tatiana-ibuleac,7.5,2109,1722,15.10.1978,23,3,0
Maria Czubaszek,https://lubimyczytac.pl/autor/48674/maria-czubaszek,6.4,5508,2834,09.08.1939,104,13,0
Deborah Harkness,https://lubimyczytac.pl/autor/47175/deborah-harkness,7.3,3776,7328,01.01.1965,150,15,0
Matthew Pearl,https://lubimyczytac.pl/autor/19043/matthew-pearl,5.9,3110,2197,przybliżona),46,8,0
Borys Pasternak,https://lubimyczytac.pl/autor/31301/borys-pasternak,7.5,2239,3614,10.02.1890,38,15,0
Paweł Piotr Reszka,https://lubimyczytac.pl/autor/112146/pawel-piotr-reszka,7.3,3505,3450,przybliżona),24,4,1
Jeanne Ryan,https://lubimyczytac.pl/autor/132038/jeanne-ryan,5.8,2412,1403,przybliżona),12,2,0
Åsne Seierstad,https://lubimyczytac.pl/autor/21636/asne-seierstad,7.6,3625,5986,10.02.1970,68,8,0
Rafał A. Ziemkiewicz,https://lubimyczytac.pl/autor/3301/rafal-a-ziemkiewicz,6.3,9256,11123,13.09.1964,415,55,0
Diana Brzezińska,https://lubimyczytac.pl/autor/182159/diana-brzezinska,7.5,3576,4807,13.09.1964,325,14,0
Brian Tracy,https://lubimyczytac.pl/autor/39/brian-tracy,7.1,6350,14935,26.11.1944,259,78,0
Glen Cook,https://lubimyczytac.pl/autor/3251/glen-cook,7.1,4317,14355,09.07.1944,302,51,0
Alexandra Christo,https://lubimyczytac.pl/autor/156782/alexandra-christo,6.6,2394,2811,09.07.1944,20,5,0
Bartosz Józefiak,https://lubimyczytac.pl/autor/190532/bartosz-jozefiak,7.2,2752,2620,przybliżona),10,4,0
Annie Barrows,https://lubimyczytac.pl/autor/31617/annie-barrows,8.0,2276,2406,01.01.1962,5,12,0
Igor Brejdygant,https://lubimyczytac.pl/autor/136794/igor-brejdygant,6.7,6629,6152,24.03.1971,133,17,0
Nathaniel Hawthorne,https://lubimyczytac.pl/autor/24445/nathaniel-hawthorne,7.2,3146,4712,04.07.1804,26,40,1
Cynthia Hand,https://lubimyczytac.pl/autor/46063/cynthia-hand,7.1,3984,5727,30.06.1978,117,14,0
Anders Hansen,https://lubimyczytac.pl/autor/145474/anders-hansen,7.5,2841,5032,30.06.1978,25,7,0
Marcin Kącki,https://lubimyczytac.pl/autor/76766/marcin-kacki,6.8,4930,6637,30.06.1978,53,10,0
Carolyn Jess-Cooke,https://lubimyczytac.pl/autor/49524/carolyn-jess-cooke,6.8,2129,3088,26.08.1978,63,5,0
Kristin Harmel,https://lubimyczytac.pl/autor/30846/kristin-harmel,7.3,4742,4297,04.05.1979,110,11,0
Andrea Cremer,https://lubimyczytac.pl/autor/43164/andrea-cremer,7.6,2432,2917,04.05.1979,108,11,0
Hunter S. Thompson,https://lubimyczytac.pl/autor/30916/hunter-s-thompson,7.2,3035,4423,18.07.1937,196,9,0
Irvine Welsh,https://lubimyczytac.pl/autor/18392/irvine-welsh,6.8,3380,5511,27.08.1958,136,23,0
Karol May,https://lubimyczytac.pl/autor/6342/karol-may,6.5,4804,4437,25.02.1842,248,198,0
Gene Brewer,https://lubimyczytac.pl/autor/3846/gene-brewer,6.8,2288,1518,04.07.1937,30,5,0
Maurice Druon,https://lubimyczytac.pl/autor/32463/maurice-druon,7.2,4282,11709,23.04.1918,157,17,1
Santa Montefiore,https://lubimyczytac.pl/autor/21592/santa-montefiore,7.1,5789,9540,02.02.1970,341,33,0
John Eldredge,https://lubimyczytac.pl/autor/8810/john-eldredge,7.0,3171,3623,06.06.1960,78,28,0
Walter Moers,https://lubimyczytac.pl/autor/3717/walter-moers,8.1,2611,5923,24.05.1957,247,13,0
Magdalena Kordel,https://lubimyczytac.pl/autor/23834/magdalena-kordel,7.3,7292,13195,11.02.1978,587,37,0
Tom Felton,https://lubimyczytac.pl/autor/238628/tom-felton,7.6,1978,884,22.09.1987,8,1,0
Justyna Wydra,https://lubimyczytac.pl/autor/103494/justyna-wydra,6.6,2510,1656,22.09.1987,25,6,0
Robyn Schneider,https://lubimyczytac.pl/autor/92425/robyn-schneider,7.3,2713,2845,22.09.1987,31,5,0
Julia Golding,https://lubimyczytac.pl/autor/31957/julia-golding,7.2,3178,8093,przybliżona),179,23,0
Tricia Rayburn,https://lubimyczytac.pl/autor/50099/tricia-rayburn,7.0,2358,3366,przybliżona),82,3,0
Kody Keplinger,https://lubimyczytac.pl/autor/109408/kody-keplinger,6.3,2253,963,przybliżona),23,6,0
Kristen Callihan,https://lubimyczytac.pl/autor/92807/kristen-callihan,7.3,4565,4180,przybliżona),174,13,0
Agata Czykierda-Grabowska,https://lubimyczytac.pl/autor/110392/agata-czykierda-grabowska,7.5,5543,9492,26.03.1983,351,26,0
C.L. Taylor,https://lubimyczytac.pl/autor/99541/c-l-taylor,6.5,3988,4142,26.03.1983,69,9,0
Sarah Pinborough,https://lubimyczytac.pl/autor/90615/sarah-pinborough,6.4,3404,4199,przybliżona),37,16,0
Ewa Białołęcka,https://lubimyczytac.pl/autor/3304/ewa-bialolecka,6.8,8304,12198,14.12.1967,203,24,0
Lara Adrian,https://lubimyczytac.pl/autor/31230/lara-adrian,7.3,2781,6536,przybliżona),189,38,0
Katarzyna Jabłońska,https://lubimyczytac.pl/autor/33750/katarzyna-jablonska,7.2,2343,1518,przybliżona),0,5,0
Pierre Boulle,https://lubimyczytac.pl/autor/33262/pierre-boulle,7.1,2422,1602,20.02.1912,10,6,0
Marek Stelar,https://lubimyczytac.pl/autor/106915/marek-stelar,7.4,8288,11557,20.02.1912,625,49,1
Charlie LeDuff,https://lubimyczytac.pl/autor/104987/charlie-leduff,6.5,2872,4089,przybliżona),23,3,0
Sabaa Tahir,https://lubimyczytac.pl/autor/110043/sabaa-tahir,7.1,2209,5440,przybliżona),84,9,0
Edward Stachura,https://lubimyczytac.pl/autor/14318/edward-stachura,7.6,5373,6867,18.08.1937,794,61,0
Theresa Révay,https://lubimyczytac.pl/autor/40944/theresa-revay,6.8,2321,3100,01.01.1965,91,5,0
Jeff Kinney,https://lubimyczytac.pl/autor/6280/jeff-kinney,7.9,3434,2906,01.01.1965,138,29,0
Marta Krajewska,https://lubimyczytac.pl/autor/98784/marta-krajewska,7.1,4281,5822,01.01.1965,178,27,0
Natasha Preston,https://lubimyczytac.pl/autor/108030/natasha-preston,6.9,4289,6450,05.01.1988,160,15,0
Wojciech Drewniak,https://lubimyczytac.pl/autor/126626/wojciech-drewniak,7.6,3020,3481,05.01.1988,131,8,0
Larry Sloman,https://lubimyczytac.pl/autor/31486/larry-sloman,7.5,3487,1722,05.01.1988,1,5,0
Marek Edelman,https://lubimyczytac.pl/autor/31056/marek-edelman,7.3,2884,3792,01.01.1922,51,8,0
Isabel Sterling,https://lubimyczytac.pl/autor/183321/isabel-sterling,6.9,2068,2752,01.01.1922,19,4,0
Claire Douglas,https://lubimyczytac.pl/autor/130311/claire-douglas,6.8,4910,3480,01.01.1922,63,11,0
