author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Jarosław Marek Rymkiewicz,https://lubimyczytac.pl/autor/22625/jaroslaw-marek-rymkiewicz,6.7,1022,1828,13.07.1935,44,50,2
Margaret Weis,https://lubimyczytac.pl/autor/3393/margaret-weis,7.0,1760,3771,Unknown,56,66,0
Pierre-Thomas-Nicolas Hurtaut,https://lubimyczytac.pl/autor/40070/pierre-thomas-nicolas-hurtaut,5.8,293,285,05.05.1791,1,1,0
Madelyn Ford,https://lubimyczytac.pl/autor/74631/madelyn-ford,6.1,274,145,Unknown,2,3,0
Jerzy Rostkowski,https://lubimyczytac.pl/autor/14330/jerzy-rostkowski,6.2,328,392,przybliżona),9,8,0
Adrienne Maria Vrettos,https://lubimyczytac.pl/autor/35785/adrienne-maria-vrettos,7.0,278,427,Unknown,2,1,0
Andrzej Klawitter,https://lubimyczytac.pl/autor/6208/andrzej-klawitter,6.2,900,440,07.06.1952,14,10,0
Anne Stuart,https://lubimyczytac.pl/autor/20542/anne-stuart,6.0,1071,1102,Unknown,27,27,0
Paul Ekman,https://lubimyczytac.pl/autor/38071/paul-ekman,6.7,709,2762,Unknown,37,6,0
Brian Keaney,https://lubimyczytac.pl/autor/32815/brian-keaney,6.6,353,208,Unknown,0,3,0
Sinéad Moriarty,https://lubimyczytac.pl/autor/22999/sinead-moriarty,7.0,394,196,Unknown,1,6,0
Mary Hooper,https://lubimyczytac.pl/autor/6925/mary-hooper,6.2,507,328,Unknown,0,5,0
Dorota Jędrkiewicz,https://lubimyczytac.pl/autor/37464/dorota-jedrkiewicz,6.8,305,67,Unknown,0,1,0
Michael Cordy,https://lubimyczytac.pl/autor/19406/michael-cordy,6.6,651,369,Unknown,20,5,0
Krystyna Nepomucka,https://lubimyczytac.pl/autor/6404/krystyna-nepomucka,6.6,1243,2030,31.03.1920,80,30,0
Susan Donnell,https://lubimyczytac.pl/autor/38103/susan-donnell,6.8,271,140,Unknown,0,1,0
Maja Storch,https://lubimyczytac.pl/autor/44003/maja-storch,6.6,294,554,01.01.1958,5,3,0
Jacek Skowroński,https://lubimyczytac.pl/autor/15887/jacek-skowronski,6.5,2402,4119,16.07.1963,14,31,0
Gilbert Delahaye,https://lubimyczytac.pl/autor/35754/gilbert-delahaye,7.5,1432,1151,19.03.1923,19,106,0
Esther Hicks,https://lubimyczytac.pl/autor/206699/esther-hicks,7.3,395,1015,Unknown,1,12,0
Abraham Kajzer,https://lubimyczytac.pl/autor/37870/abraham-kajzer,8.1,251,333,przybliżona),3,1,0
Stanisław Zieliński,https://lubimyczytac.pl/autor/37813/stanislaw-zielinski,6.3,600,1152,08.05.1917,4,38,0
Michael A. Adamse,https://lubimyczytac.pl/autor/3476/michael-a-adamse,6.9,328,306,Unknown,0,2,0
Nathan Long,https://lubimyczytac.pl/autor/3666/nathan-long,7.0,383,792,Unknown,6,14,0
Agnieszka Malmon,https://lubimyczytac.pl/autor/77686/agnieszka-malmon,7.4,260,229,Unknown,0,7,0
Pierre Haski,https://lubimyczytac.pl/autor/35931/pierre-haski,6.4,267,172,08.04.1953,0,1,0
André Laurie,https://lubimyczytac.pl/autor/167308/andre-laurie,6.8,396,177,07.04.1844,0,11,0
Emil Cioran,https://lubimyczytac.pl/autor/30278/emil-cioran,7.5,1526,6963,08.04.1911,380,24,0
Karyn Monk,https://lubimyczytac.pl/autor/21421/karyn-monk,6.6,517,378,Unknown,15,5,0
Ian Wilson,https://lubimyczytac.pl/autor/30106/ian-wilson,6.3,446,459,Unknown,3,9,0
Hoimar von Ditfurth,https://lubimyczytac.pl/autor/36093/hoimar-von-ditfurth,7.3,438,946,15.10.1921,30,6,0
Magdalena Kawka,https://lubimyczytac.pl/autor/34024/magdalena-kawka,7.0,2190,3611,16.07.1971,35,23,0
Ting-Xing Ye,https://lubimyczytac.pl/autor/32005/ting-xing-ye,7.4,266,204,01.01.1952,0,2,0
Henrik Lange,https://lubimyczytac.pl/autor/18167/henrik-lange,5.1,254,233,Unknown,0,1,0
Joachim Badeni OP,https://lubimyczytac.pl/autor/33452/joachim-badeni-op,7.3,961,1185,14.10.1912,38,24,0
Angela Carter,https://lubimyczytac.pl/autor/16061/angela-carter,6.9,1254,2436,07.05.1940,36,24,0
Wanda Wasilewska,https://lubimyczytac.pl/autor/37774/wanda-wasilewska,6.0,345,208,21.01.1905,6,20,0
Leszek Gnoiński,https://lubimyczytac.pl/autor/18291/leszek-gnoinski,7.6,1362,1132,19.09.1966,4,10,0
J.R. Moehringer,https://lubimyczytac.pl/autor/19367/j-r-moehringer,7.5,248,480,07.12.1964,5,2,0
Łukasz Śmigiel,https://lubimyczytac.pl/autor/6617/lukasz-smigiel,6.4,1672,2572,Unknown,27,19,0
Mark Kurzem,https://lubimyczytac.pl/autor/35820/mark-kurzem,7.5,239,311,Unknown,1,1,0
Szymon Majewski,https://lubimyczytac.pl/autor/18298/szymon-majewski,5.8,566,124,Unknown,4,3,0
Tadeusz Dajczer,https://lubimyczytac.pl/autor/13549/tadeusz-dajczer,8.9,282,218,10.08.1931,8,8,0
Laurence Bergreen,https://lubimyczytac.pl/autor/46723/laurence-bergreen,7.1,355,852,Unknown,0,5,0
Janina Zającówna,https://lubimyczytac.pl/autor/18711/janina-zajacowna,6.0,874,494,26.01.1933,19,28,0
Kazimierz Ajdukiewicz,https://lubimyczytac.pl/autor/32884/kazimierz-ajdukiewicz,7.0,325,435,12.12.1890,15,7,0
Catherine Clement,https://lubimyczytac.pl/autor/34016/catherine-clement,6.4,300,137,10.02.1939,0,5,0
Sylvia Waugh,https://lubimyczytac.pl/autor/34139/sylvia-waugh,6.9,333,153,przybliżona),8,5,0
John Ringo,https://lubimyczytac.pl/autor/3297/john-ringo,7.2,669,933,22.03.1963,29,27,0
Anna Siwek,https://lubimyczytac.pl/autor/32842/anna-siwek,5.9,624,543,Unknown,6,7,0
Adam Dziurok,https://lubimyczytac.pl/autor/16844/adam-dziurok,7.6,274,273,01.01.1972,0,9,0
Robert J. Wiersema,https://lubimyczytac.pl/autor/37785/robert-j-wiersema,7.1,267,234,Unknown,0,1,0
Linda Francis Lee,https://lubimyczytac.pl/autor/20718/linda-francis-lee,6.3,612,440,Unknown,2,8,0
Stanisław Grodziski,https://lubimyczytac.pl/autor/20492/stanislaw-grodziski,7.2,327,454,02.01.1929,1,34,0
Mihály Csíkszentmihályi,https://lubimyczytac.pl/autor/37873/mihaly-csikszentmihalyi,7.1,500,2026,29.09.1934,19,5,0
Dan Cragg,https://lubimyczytac.pl/autor/34475/dan-cragg,6.6,335,150,Unknown,0,3,0
Robert Musil,https://lubimyczytac.pl/autor/30226/robert-musil,7.0,924,2893,06.11.1880,54,17,1
Zbigniew Święch,https://lubimyczytac.pl/autor/16573/zbigniew-swiech,6.2,327,405,09.02.1943,6,9,0
Léon Degrelle,https://lubimyczytac.pl/autor/15495/leon-degrelle,7.5,307,384,Unknown,15,6,0
Tim Willocks,https://lubimyczytac.pl/autor/4564/tim-willocks,7.2,787,1120,Unknown,21,4,0
Wiesław Kot,https://lubimyczytac.pl/autor/2441/wieslaw-kot,6.4,582,800,01.01.1959,1,21,0
Yoshitaka Amano,https://lubimyczytac.pl/autor/6098/yoshitaka-amano,8.5,280,246,Unknown,2,10,0
Charles C. Mann,https://lubimyczytac.pl/autor/13627/charles-c-mann,7.9,265,1007,Unknown,6,3,0
Tatjana Polakowa,https://lubimyczytac.pl/autor/16138/tatjana-polakowa,6.4,820,998,14.09.1959,57,19,0
M. J. Rose,https://lubimyczytac.pl/autor/19975/m-j-rose,6.1,734,789,przybliżona),5,10,0
Ena Lucia Portela,https://lubimyczytac.pl/autor/15980/ena-lucia-portela,6.3,240,225,19.12.1972,1,1,0
Jasper Fforde,https://lubimyczytac.pl/autor/31684/jasper-fforde,7.0,558,908,11.01.1961,33,14,0
Monty Roberts,https://lubimyczytac.pl/autor/42436/monty-roberts,8.1,317,670,Unknown,32,4,0
John Virapen,https://lubimyczytac.pl/autor/52945/john-virapen,7.1,241,450,04.02.1943,0,1,0
Alfred Kubin,https://lubimyczytac.pl/autor/35867/alfred-kubin,7.1,249,521,10.04.1877,12,5,0
Nuala Gardner,https://lubimyczytac.pl/autor/34932/nuala-gardner,7.9,249,282,Unknown,2,1,0
Peter Lovesey,https://lubimyczytac.pl/autor/20554/peter-lovesey,6.5,495,417,przybliżona),9,7,0
Clare Compton,https://lubimyczytac.pl/autor/34618/clare-compton,7.7,290,132,przybliżona),0,2,0
Karen Robards,https://lubimyczytac.pl/autor/19622/karen-robards,6.4,1691,1907,24.08.1954,49,27,0
"Andrzej ""Słowik"" Zieliński",https://lubimyczytac.pl/autor/80558/andrzej-slowik-zielinski,5.5,239,114,Unknown,0,1,0
Józef Stompor,https://lubimyczytac.pl/autor/34892/jozef-stompor,6.3,400,244,01.01.1922,0,14,0
Michał Bałucki,https://lubimyczytac.pl/autor/24462/michal-balucki,6.6,776,679,29.09.1837,14,64,0
Sheri Cobb South,https://lubimyczytac.pl/autor/34673/sheri-cobb-south,6.7,616,110,Unknown,3,4,0
Michał Pietrzykowski,https://lubimyczytac.pl/autor/39146/michal-pietrzykowski,6.6,303,233,Unknown,0,1,0
Jack Vance,https://lubimyczytac.pl/autor/33310/jack-vance,6.8,986,3032,28.08.1916,21,48,0
Barbara Wilson,https://lubimyczytac.pl/autor/35111/barbara-wilson,5.8,402,46,Unknown,1,1,0
James Hilton,https://lubimyczytac.pl/autor/24576/james-hilton,7.1,258,397,09.09.1900,2,3,0
Monika Mularczyk,https://lubimyczytac.pl/autor/31493/monika-mularczyk,6.4,264,163,Unknown,0,1,0
Paweł Zawitkowski,https://lubimyczytac.pl/autor/8542/pawel-zawitkowski,6.3,317,150,Unknown,4,6,0
Martin Langfield,https://lubimyczytac.pl/autor/24208/martin-langfield,4.7,276,81,Unknown,0,1,0
Linda Winstead Jones,https://lubimyczytac.pl/autor/3322/linda-winstead-jones,5.8,308,224,Unknown,0,7,0
Justin Richards,https://lubimyczytac.pl/autor/19341/justin-richards,6.8,763,480,Unknown,1,67,0
Marie Hermanson,https://lubimyczytac.pl/autor/21207/marie-hermanson,6.7,560,477,01.01.1956,6,2,0
Tim Pegler,https://lubimyczytac.pl/autor/37097/tim-pegler,6.7,257,46,Unknown,1,1,0
Victor Bockris,https://lubimyczytac.pl/autor/31850/victor-bockris,7.2,268,524,01.01.1949,1,3,0
Andrzej Kapłanek,https://lubimyczytac.pl/autor/15453/andrzej-kaplanek,6.8,344,291,Unknown,2,10,0
Elizabeth Moon,https://lubimyczytac.pl/autor/3310/elizabeth-moon,6.5,560,808,07.03.1945,12,21,0
Penny Jordan,https://lubimyczytac.pl/autor/24035/penny-jordan,6.0,2661,5695,Unknown,82,174,0
Zygmunt Bauman,https://lubimyczytac.pl/autor/633/zygmunt-bauman,6.7,2337,6833,19.11.1925,156,65,0
Andrzej Strumiłło,https://lubimyczytac.pl/autor/66095/andrzej-strumillo,6.8,236,117,23.10.1927,3,26,0
Larry Bond,https://lubimyczytac.pl/autor/38164/larry-bond,6.9,315,526,Unknown,10,7,0
Bertrice Small,https://lubimyczytac.pl/autor/17482/bertrice-small,6.3,825,1501,09.12.1937,51,32,0
Valerie Parv,https://lubimyczytac.pl/autor/50188/valerie-parv,6.3,323,151,Unknown,0,3,0
Sheila O'Flanagan,https://lubimyczytac.pl/autor/35378/sheila-o-flanagan,6.4,665,499,Unknown,5,22,0
Marek Kamiński,https://lubimyczytac.pl/autor/34337/marek-kaminski,7.2,1812,2616,24.03.1964,35,28,1
Stef Penney,https://lubimyczytac.pl/autor/42595/stef-penney,6.2,376,370,Unknown,3,4,1
Christian Jungersen,https://lubimyczytac.pl/autor/21406/christian-jungersen,7.0,607,776,10.07.1962,7,2,0
Pete McCarthy,https://lubimyczytac.pl/autor/30344/pete-mccarthy,6.4,245,172,Unknown,3,3,0
Gabriele Amorth,https://lubimyczytac.pl/autor/35277/gabriele-amorth,7.0,1128,1420,01.05.1925,42,29,0
Mira Suchodolska,https://lubimyczytac.pl/autor/41466/mira-suchodolska,7.4,327,246,Unknown,1,3,0
Michał Heller,https://lubimyczytac.pl/autor/32888/michal-heller,7.2,2422,6600,12.03.1936,159,79,0
Dorian Malovic,https://lubimyczytac.pl/autor/33044/dorian-malovic,6.9,526,681,Unknown,0,2,0
Camilla Way,https://lubimyczytac.pl/autor/32776/camilla-way,6.9,1049,1081,przybliżona),16,5,0
Terence McKenna,https://lubimyczytac.pl/autor/35420/terence-mckenna,7.3,331,1193,16.11.1946,44,4,0
Leena Lehtolainen,https://lubimyczytac.pl/autor/19333/leena-lehtolainen,6.3,544,708,11.03.1964,23,9,0
Mark Chadbourn,https://lubimyczytac.pl/autor/3696/mark-chadbourn,6.3,590,703,13.01.1960,4,5,0
Sa Shan,https://lubimyczytac.pl/autor/23352/sa-shan,6.2,763,1157,26.10.1972,21,7,0
John Bellairs,https://lubimyczytac.pl/autor/30425/john-bellairs,6.1,781,445,17.01.1938,10,14,0
Viv Croot,https://lubimyczytac.pl/autor/76819/viv-croot,6.2,218,170,Unknown,0,1,0
Sarah Langan,https://lubimyczytac.pl/autor/31808/sarah-langan,5.4,811,675,Unknown,1,4,0
Da Chen,https://lubimyczytac.pl/autor/14946/da-chen,5.7,313,331,Unknown,1,6,0
Michael Moorcock,https://lubimyczytac.pl/autor/30199/michael-moorcock,6.5,1028,2486,18.12.1939,39,101,0
Marcie Kremer,https://lubimyczytac.pl/autor/35193/marcie-kremer,5.9,428,55,Unknown,1,1,0
Paul R. Martin,https://lubimyczytac.pl/autor/6051/paul-r-martin,6.8,434,1238,Unknown,6,4,0
Jhumpa Lahiri,https://lubimyczytac.pl/autor/23849/jhumpa-lahiri,6.9,515,1002,11.07.1967,12,8,0
Mike Wilks,https://lubimyczytac.pl/autor/35578/mike-wilks,7.4,262,164,Unknown,2,3,0
Stephen Baker,https://lubimyczytac.pl/autor/17871/stephen-baker,6.5,309,233,Unknown,2,3,0
Valerio Evangelisti,https://lubimyczytac.pl/autor/3581/valerio-evangelisti,6.0,436,363,20.06.1952,8,5,0
Krzysztof Kieślowski,https://lubimyczytac.pl/autor/31144/krzysztof-kieslowski,7.4,604,575,27.06.1941,13,11,0
Bahia Bakari,https://lubimyczytac.pl/autor/39724/bahia-bakari,6.5,254,295,Unknown,1,1,0
Shunryu Suzuki,https://lubimyczytac.pl/autor/41753/shunryu-suzuki,8.0,257,946,18.05.1904,6,2,0
Carol Drinkwater,https://lubimyczytac.pl/autor/31899/carol-drinkwater,6.5,509,859,22.04.1948,13,8,0
Adrian Tomine,https://lubimyczytac.pl/autor/51839/adrian-tomine,6.7,571,402,31.05.1974,6,10,0
Magdalena Nitkiewicz,https://lubimyczytac.pl/autor/45188/magdalena-nitkiewicz,5.9,280,268,Unknown,0,3,0
Amanda Goldberg,https://lubimyczytac.pl/autor/30555/amanda-goldberg,5.2,257,54,Unknown,0,1,0
Zofia Mossakowska,https://lubimyczytac.pl/autor/14968/zofia-mossakowska,5.8,1362,1343,Unknown,6,15,0
 Janosch,https://lubimyczytac.pl/autor/31532/janosch,7.2,851,672,11.03.1931,20,31,0
Catherine Ryan-Hyde,https://lubimyczytac.pl/autor/3390/catherine-ryan-hyde,6.6,1093,2006,Unknown,14,9,0
Martin Gray,https://lubimyczytac.pl/autor/24263/martin-gray,7.1,308,633,27.04.1922,3,3,0
Melinda Metz,https://lubimyczytac.pl/autor/35935/melinda-metz,6.4,469,316,07.03.1962,12,14,0
Patrick White,https://lubimyczytac.pl/autor/37515/patrick-white,7.3,584,1621,28.05.1912,30,9,0
Krzysztof T. Dąbrowski,https://lubimyczytac.pl/autor/14099/krzysztof-t-dabrowski,6.7,1625,3325,Unknown,19,43,0
R.J. Ellory,https://lubimyczytac.pl/autor/24942/r-j-ellory,7.0,306,272,Unknown,3,5,0
Peter William Atkins,https://lubimyczytac.pl/autor/32581/peter-william-atkins,7.0,430,482,10.08.1940,6,9,0
Klaus Brinkbäumer,https://lubimyczytac.pl/autor/18033/klaus-brinkbaumer,7.1,317,472,27.01.1967,0,2,0
Ornela Vorpsi,https://lubimyczytac.pl/autor/14322/ornela-vorpsi,7.9,350,313,01.01.1968,1,7,0
Oleg Diwow,https://lubimyczytac.pl/autor/3361/oleg-diwow,6.3,764,641,03.10.1968,9,8,0
Irène Némirovsky,https://lubimyczytac.pl/autor/23140/irene-nemirovsky,7.2,434,621,11.02.1903,11,9,0
Donat Szyller,https://lubimyczytac.pl/autor/3835/donat-szyller,6.4,554,456,03.06.1977,8,2,0
Leigh Riker,https://lubimyczytac.pl/autor/26100/leigh-riker,5.3,278,111,Unknown,0,1,0
Dubravka Ugrešić,https://lubimyczytac.pl/autor/22658/dubravka-ugresic,6.8,1127,2396,27.03.1949,71,13,0
Marek Kęskrawiec,https://lubimyczytac.pl/autor/31368/marek-keskrawiec,6.9,368,431,01.01.1967,4,4,0
Wilhelm Hünermann,https://lubimyczytac.pl/autor/34992/wilhelm-hunermann,7.6,334,200,28.07.1900,7,19,0
Marcin Górka,https://lubimyczytac.pl/autor/40898/marcin-gorka,7.8,978,779,Unknown,1,3,0
Stefania Grodzieńska,https://lubimyczytac.pl/autor/30801/stefania-grodzienska,7.1,772,1531,02.09.1914,49,23,0
Louise Bagshawe,https://lubimyczytac.pl/autor/55779/louise-bagshawe,6.5,250,109,Unknown,3,8,0
Kazimierz Brandys,https://lubimyczytac.pl/autor/24846/kazimierz-brandys,7.0,762,942,27.10.1916,16,48,0
A. J. Quinnell,https://lubimyczytac.pl/autor/30333/a-j-quinnell,6.7,559,542,25.06.1940,23,12,0
Hallgrímur Helgason,https://lubimyczytac.pl/autor/33420/hallgrimur-helgason,6.7,636,938,18.02.1959,17,3,0
Piotr Paziński,https://lubimyczytac.pl/autor/17997/piotr-pazinski,6.6,678,918,09.07.1973,7,11,1
Jewgienij T. Olejniczak,https://lubimyczytac.pl/autor/3239/jewgienij-t-olejniczak,5.8,813,824,Unknown,5,7,0
Franciszka Maj,https://lubimyczytac.pl/autor/18168/franciszka-maj,6.0,255,95,Unknown,2,1,0
Shelly Laurenston,https://lubimyczytac.pl/autor/53094/shelly-laurenston,7.2,512,782,Unknown,68,40,0
Alona Kimchi,https://lubimyczytac.pl/autor/23583/alona-kimchi,6.6,232,194,Unknown,2,1,0
Włodzimierz Wojnowicz,https://lubimyczytac.pl/autor/18215/wlodzimierz-wojnowicz,6.7,364,437,26.09.1932,12,10,0
Zenon Kosidowski,https://lubimyczytac.pl/autor/34213/zenon-kosidowski,6.9,987,1225,22.06.1898,25,6,0
Anaïs Nin,https://lubimyczytac.pl/autor/31197/anais-nin,6.8,834,2191,21.02.1903,66,16,0
Iris Murdoch,https://lubimyczytac.pl/autor/31243/iris-murdoch,6.8,937,2675,15.07.1919,94,24,1
Dario Castagno,https://lubimyczytac.pl/autor/41015/dario-castagno,6.9,285,493,01.01.1967,8,4,0
Zofia Turowska,https://lubimyczytac.pl/autor/3976/zofia-turowska,6.5,978,711,Unknown,1,10,0
Anne Frasier,https://lubimyczytac.pl/autor/24581/anne-frasier,6.2,1149,736,01.01.1950,30,6,0
Lucyna Krzemieniecka,https://lubimyczytac.pl/autor/30721/lucyna-krzemieniecka,7.8,720,276,11.05.1907,8,30,0
Kathleen McGowan,https://lubimyczytac.pl/autor/19414/kathleen-mcgowan,7.1,264,218,Unknown,5,3,0
Emanuel Rostworowski,https://lubimyczytac.pl/autor/16766/emanuel-rostworowski,7.9,313,234,08.01.1923,2,10,0
Johanna Sinisalo,https://lubimyczytac.pl/autor/22776/johanna-sinisalo,6.6,403,548,Unknown,4,6,0
Troy Denning,https://lubimyczytac.pl/autor/38285/troy-denning,6.1,1181,1917,Unknown,10,34,0
Edmund Wnuk-Lipiński,https://lubimyczytac.pl/autor/3500/edmund-wnuk-lipinski,6.5,892,1375,04.05.1944,24,14,0
Anna Park,https://lubimyczytac.pl/autor/35790/anna-park,5.6,383,49,Unknown,1,1,0
Stanley G. Weinbaum,https://lubimyczytac.pl/autor/36389/stanley-g-weinbaum,6.2,311,284,04.04.1902,3,24,0
Jeffrey Cooper,https://lubimyczytac.pl/autor/34995/jeffrey-cooper,5.5,294,231,Unknown,0,3,0
Kate Emburg,https://lubimyczytac.pl/autor/24954/kate-emburg,5.7,450,76,Unknown,2,2,0
Emil Zegadłowicz,https://lubimyczytac.pl/autor/30282/emil-zegadlowicz,6.8,437,710,20.07.1888,15,27,0
Rexanne Becnel,https://lubimyczytac.pl/autor/24048/rexanne-becnel,6.6,1114,1311,Unknown,29,12,0
Stefan Zweig,https://lubimyczytac.pl/autor/65369/stefan-zweig,7.3,39,31,28.11.1881,1,2,0
Misaki Saitō,https://lubimyczytac.pl/autor/47607/misaki-sait,6.4,272,138,27.02.1973,4,5,0
Hooman Majd,https://lubimyczytac.pl/autor/47295/hooman-majd,7.0,382,685,01.01.1957,8,3,0
David Benedictus,https://lubimyczytac.pl/autor/33152/david-benedictus,7.6,310,181,przybliżona),0,2,0
Aleksandra Mizielińska,https://lubimyczytac.pl/autor/36269/aleksandra-mizielinska,8.0,1398,3156,przybliżona),16,38,1
Harry Sidebottom,https://lubimyczytac.pl/autor/32282/harry-sidebottom,6.6,276,864,Unknown,10,13,0
Emily Diamand,https://lubimyczytac.pl/autor/34219/emily-diamand,7.0,251,202,Unknown,5,2,0
Robert Cichowlas,https://lubimyczytac.pl/autor/30166/robert-cichowlas,6.1,3521,5833,01.01.1982,42,32,0
Ishmael Beah,https://lubimyczytac.pl/autor/25699/ishmael-beah,7.2,307,875,23.11.1980,0,3,0
Marc Fernandez,https://lubimyczytac.pl/autor/14057/marc-fernandez,6.9,235,235,Unknown,0,2,0
Jan Goldstein,https://lubimyczytac.pl/autor/35484/jan-goldstein,7.1,229,261,Unknown,0,1,0
Jelena Chajeckaja,https://lubimyczytac.pl/autor/30914/jelena-chajeckaja,7.2,293,158,Unknown,0,2,0
Victoria Ashton,https://lubimyczytac.pl/autor/6505/victoria-ashton,5.9,367,146,Unknown,2,3,0
Liz Kessler,https://lubimyczytac.pl/autor/36562/liz-kessler,6.0,320,64,Unknown,3,2,0
Mark Anthony,https://lubimyczytac.pl/autor/3518/mark-anthony,5.9,580,441,Unknown,0,7,0
Chris Priestley,https://lubimyczytac.pl/autor/39782/chris-priestley,7.2,226,269,25.08.1958,4,8,0
Marcus Chown,https://lubimyczytac.pl/autor/32613/marcus-chown,7.1,353,717,Unknown,9,9,0
Stanisław Grzybowski,https://lubimyczytac.pl/autor/15155/stanislaw-grzybowski,6.8,504,755,06.05.1930,4,24,0
Mary Norton,https://lubimyczytac.pl/autor/30573/mary-norton,7.3,992,1176,10.12.1903,13,7,0
Dawid Kornaga,https://lubimyczytac.pl/autor/14573/dawid-kornaga,5.3,810,825,13.05.1975,11,12,0
Hal Duncan,https://lubimyczytac.pl/autor/3591/hal-duncan,6.1,370,994,21.10.1971,9,5,0
Nigel Cawthorne,https://lubimyczytac.pl/autor/4354/nigel-cawthorne,6.2,732,996,27.03.1951,4,24,0
Nikki Danner,https://lubimyczytac.pl/autor/34100/nikki-danner,5.7,436,73,Unknown,0,1,0
Kazimierz Korkozowicz,https://lubimyczytac.pl/autor/36448/kazimierz-korkozowicz,7.2,681,1402,01.01.1907,34,38,0
David Guterson,https://lubimyczytac.pl/autor/16181/david-guterson,6.1,294,199,Unknown,2,5,0
Peter Zumthor,https://lubimyczytac.pl/autor/43834/peter-zumthor,7.2,248,472,26.04.1943,4,3,0
Magdalena Zimniak,https://lubimyczytac.pl/autor/18226/magdalena-zimniak,6.7,2371,2925,Unknown,73,19,0
Régine Pernoud,https://lubimyczytac.pl/autor/20212/regine-pernoud,7.0,671,1835,17.06.1909,20,10,0
Ďuro Červenák,https://lubimyczytac.pl/autor/30902/duro-cervenak,5.9,278,201,Unknown,0,1,0
Jerzy Ziomek,https://lubimyczytac.pl/autor/33253/jerzy-ziomek,7.0,450,144,07.08.1924,1,8,0
Kate Jacobs,https://lubimyczytac.pl/autor/33015/kate-jacobs,6.6,251,199,Unknown,1,2,0
Anna Godbersen,https://lubimyczytac.pl/autor/25938/anna-godbersen,6.8,242,422,10.04.1980,5,4,0
Maria Siemionowa,https://lubimyczytac.pl/autor/6363/maria-siemionowa,7.5,228,195,Unknown,5,1,0
Sabine Burger,https://lubimyczytac.pl/autor/32509/sabine-burger,7.2,278,313,Unknown,0,1,0
Jean Baudrillard,https://lubimyczytac.pl/autor/4648/jean-baudrillard,6.4,586,1945,27.07.1929,35,18,0
Vera Henriksen,https://lubimyczytac.pl/autor/24872/vera-henriksen,6.7,252,414,22.03.1927,3,4,0
Susanna Moore,https://lubimyczytac.pl/autor/33580/susanna-moore,5.0,243,85,Unknown,1,1,0
Edward Bulwer-Lytton,https://lubimyczytac.pl/autor/35746/edward-bulwer-lytton,7.2,526,1069,25.05.1803,9,9,0
Ann Carol Crispin,https://lubimyczytac.pl/autor/25044/ann-carol-crispin,6.6,1015,766,05.04.1950,1,8,0
Henry Lion Oldi,https://lubimyczytac.pl/autor/3781/henry-lion-oldi,5.8,487,602,23.03.1963,8,10,0
Grace Dent,https://lubimyczytac.pl/autor/6320/grace-dent,6.2,501,180,03.10.1973,9,5,0
Patrick Fanning,https://lubimyczytac.pl/autor/9517/patrick-fanning,6.7,985,2126,Unknown,1,12,0
Richard Dooling,https://lubimyczytac.pl/autor/59842/richard-dooling,5.7,249,74,Unknown,0,1,0
Adolf Dygasiński,https://lubimyczytac.pl/autor/24798/adolf-dygasinski,6.3,689,853,07.03.1839,8,53,0
Chris Pramas,https://lubimyczytac.pl/autor/3932/chris-pramas,6.8,278,74,Unknown,0,7,0
Walter Hansen,https://lubimyczytac.pl/autor/33774/walter-hansen,7.7,246,126,Unknown,0,1,0
Lauren M. Phelps,https://lubimyczytac.pl/autor/36635/lauren-m-phelps,5.7,441,67,Unknown,0,2,0
Iwona Menzel,https://lubimyczytac.pl/autor/15542/iwona-menzel,5.9,2263,2142,Unknown,17,12,0
Viviane Moore,https://lubimyczytac.pl/autor/30103/viviane-moore,6.6,250,396,Unknown,5,4,0
Matt Ruff,https://lubimyczytac.pl/autor/30657/matt-ruff,6.4,814,613,08.09.1965,5,7,0
Bogusław Kierc,https://lubimyczytac.pl/autor/15577/boguslaw-kierc,6.3,294,265,22.01.1943,1,28,0
Eliot Pattison,https://lubimyczytac.pl/autor/20329/eliot-pattison,6.9,401,627,20.10.1951,18,8,0
Geoffrey Chaucer,https://lubimyczytac.pl/autor/41677/geoffrey-chaucer,7.5,347,801,01.01.1343,9,9,0
Jude Watson,https://lubimyczytac.pl/autor/33744/jude-watson,6.1,456,523,Unknown,6,53,0
Mary Jo Putney,https://lubimyczytac.pl/autor/15626/mary-jo-putney,6.4,1140,2315,Unknown,64,35,0
Stanisław Grochowiak,https://lubimyczytac.pl/autor/31308/stanislaw-grochowiak,7.3,1388,1784,24.01.1934,56,64,0
Miyamoto Musashi,https://lubimyczytac.pl/autor/12255/miyamoto-musashi,7.2,245,474,01.01.1584,12,2,0
James Grady,https://lubimyczytac.pl/autor/35720/james-grady,6.3,770,763,30.04.1949,1,10,0
Iwona Czarkowska,https://lubimyczytac.pl/autor/6467/iwona-czarkowska,6.8,2012,1922,Unknown,33,105,0
Stephen Glantz,https://lubimyczytac.pl/autor/43567/stephen-glantz,8.0,229,403,Unknown,0,1,0
Holly Denham,https://lubimyczytac.pl/autor/14284/holly-denham,5.9,305,133,Unknown,1,2,0
 Young Robyn,https://lubimyczytac.pl/autor/22595/young-robyn,7.2,246,325,Unknown,4,6,0
